,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
1337,Apartment for Sale in Marina Quay North - Marina Quays,Amazing Marina View and Spacious Duplex,Apartment,1875 sqft / 174 sqm,3,3,2395000.0,Marina Quay North 3.8 /56 Reviews Dubai - Dubai Marina - Marina Quays,residence-2097031,1472452540,21 days ago,Ready,,RESIDENCE REAL ESTATE,26042020,910,Marina Quay North,Unit,dubai marina,marina quays,marina quay north,0.75,0.6
1338,Apartment for Sale in Trident Waterfront - Dubai Marina,Reduced Price|Across From Marina Walk|Furnished,Apartment,2326 sqft / 216 sqm,3,4,1725000.0,Trident Waterfront Dubai - Dubai Marina,PRD-S-7570,1794597656,21 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,6052020,302,WATERFRONT WATERFRONT,Unit,dubai marina,trident waterfront,,0.4,0.25
1339,Penthouse for Sale in Trident Waterfront - Dubai Marina,Stunning views|Private Elevator and Pool|Vacant,Penthouse,5878 sqft / 546 sqm,3 + Maid,4,3000000.0,Trident Waterfront Dubai - Dubai Marina,PRD-S-8096,1794597656,22 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,6052020,302,WATERFRONT WATERFRONT,Unit,dubai marina,trident waterfront,,0.4,0.25
1340,Apartment for Sale in DEC Tower 1 - DEC Towers,1BR Dec Tower 1 | Vacant | Ready To Move In,Apartment,1100 sqft / 102 sqm,1,2,560000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,JB -2096815,7123235900,21 days ago,Ready,,SHADES REAL ESTATE BROKER,29032020,T2708,DEC TOWERS T2 2,Unit,dubai marina,dec towers,dec tower 1,0.4,0.25
1341,Apartment for Sale in Emirates Crown - Dubai Marina,Unbeatable Price|2 Bed plus Maid|Partial Sea View,Apartment,2445 sqft / 227 sqm,2 + Maid,4,1590000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,aeontrisl-2096515,7123216700,21 days ago,Ready,,LLC,28072020,201,EMIRATES CROWN TOWER,Unit,dubai marina,emirates crown,,0.57,0.4
1342,Apartment for Sale in Attessa Tower - Marina Promenade,Marina Views | Unfurnished | Best Layout,Apartment,1550 sqft / 144 sqm,2,3,2300000.0,Attessa Tower 4.2 /52 Reviews Dubai - Dubai Marina - Marina Promenade,DUB206415,7122968600,22 days ago,Ready,,BROKER LLC,17092019,1501,ATTESSA X2 2,Unit,dubai marina,marina promenade,attessa tower,0.25,0.14
1343,Penthouse for Sale in Marina Gate 2 - Marina Gate,Half Floor Penthouse|3Year Payment Plan|No DLD Fee,Penthouse,5810 sqft / 540 sqm,4,5,12950000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,PRD-S-8723,841321591,22 days ago,Off-plan,,PROVIDENT REAL ESTATE BROKER LLC,18062020,1547,GATE 2 GATE 2SELECT GLOBAL,,dubai marina,marina gate,marina gate 2,0.5,0.33
1344,Apartment for Sale in Sanibel Tower - Park Island,Marina Views | Spacious 1 Bed | Balcony,Apartment,936 sqft / 87 sqm,1,2,950000.0,Sanibel Tower 4.8 /53 Reviews Dubai - Dubai Marina - Park Island,SUP175377,1455996358,22 days ago,Ready,,BROKER LLC,10062020,UG06,PARK ISLAND SANIBEL,Unit,dubai marina,park island,sanibel tower,0.67,0.5
1345,Apartment for Sale in The Royal Oceanic - Oceanic,Fully Furnished | Sea View | Vacant on Transfer,Apartment,763 sqft / 71 sqm,1,2,649000.0,The Royal Oceanic Dubai - Dubai Marina - Oceanic,FO-S-16168,728397639,22 days ago,Ready,,FOR EST REAL ESTATE LLC,11092019,1903,ROYAL OCEANIC1 1,Unit,dubai marina,oceanic,the royal oceanic,0.25,0.14
1346,Apartment for Sale in The Royal Oceanic - Oceanic,Spacious | 2BR | Partial Marina View | Unfurnished,Apartment,1388 sqft / 129 sqm,2,3,1350000.0,The Royal Oceanic Dubai - Dubai Marina - Oceanic,FO-S-15291,728397639,6 months ago,Ready,,FOR EST REAL ESTATE LLC,11092019,1903,ROYAL OCEANIC1 1,Unit,dubai marina,oceanic,the royal oceanic,0.25,0.14
1347,Apartment for Sale in MAG 218 - Dubai Marina,1 Bedroom | Vacant | Close To Marina Walk,Apartment,881 sqft / 82 sqm,1,2,700000.0,MAG 218 3.7 /59 Reviews Dubai - Dubai Marina,SUP153830,7127092500,22 days ago,Ready,,BROKER LLC,12072020,2202,MAG218 218,Unit,dubai marina,mag 218,,0.33,0.2
1348,Apartment for Sale in Trident Grand Residence - Dubai Marina,Huge Layout | Sea View | Unfurnished | Rented,Apartment,2178 sqft / 202 sqm,3 + Maid,4,2350000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,FO-S-16205,1364806368,22 days ago,Ready,,FOR EST REAL ESTATE LLC,11092019,1503,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
1349,Apartment for Sale in Trident Grand Residence - Dubai Marina,Spacious | 2 Beds + Huge Balcony | Fully Furnished,Apartment,1663 sqft / 154 sqm,2,3,1650000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,FO-S-15358,1364806368,6 months ago,Ready,,FOR EST REAL ESTATE LLC,11092019,1503,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
1350,Apartment for Sale in Murjan Tower - Emaar 6 Towers,Beautiful | Vacant | 1 Bedroom + Study | Emaar Six,Apartment,1185 sqft / 110 sqm,1,2,1140000.0,Murjan Tower 4.4 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,AP-S-22237,6593877000,22 days ago,Ready,,ASTON PEARL REAL ESTATE BROKER,27112019,17,,Land,dubai marina,emaar 6 towers,murjan tower,0.0,0.0
1351,Apartment for Sale in Shemara Tower - Marina Promenade,Vacant on Transfer|Mid Floor|Emaar Community,Apartment,895 sqft / 83 sqm,1,2,1200000.0,Shemara Tower 3.9 /57 Reviews Dubai - Dubai Marina - Marina Promenade,PRD-S-8078,69405251,22 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,6052020,3102,SHEMARA W2 2,Unit,dubai marina,marina promenade,shemara tower,0.25,0.14
1352,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Marina Views | Fully furnished | High ROI,Apartment,909 sqft / 84 sqm,1,2,1300000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,PRD-S-7898,371479889,22 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,6052020,3413,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
1353,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Marina View | Vacant | 5-Star Hotel Amenities,Apartment,880 sqft / 82 sqm,1,2,1400000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,PRD-S-8697,371479889,29 days ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,6052020,3413,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
1354,Apartment for Sale in Marina Pinnacle - Dubai Marina,Bargain 1BR In Marina Pinnacle For Sale!!!,Apartment,761 sqft / 71 sqm,1,2,500000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,AP19374,7147840610,22 days ago,Ready,,REALTY,9022020,3205,Marina Pinnacle,Unit,dubai marina,marina pinnacle,,0.8,0.67
1355,Apartment for Sale in Al Sahab 2 - Al Sahab,Luxurious - Spacious and Exceptional Value,Apartment,769 sqft / 71 sqm,1,2,900000.0,Al Sahab 2 3.9 /513 Reviews Dubai - Dubai Marina - Al Sahab,atomicae-2093418,7115602500,22 days ago,Ready,,EV REAL ESTATE BROKERAGE LLC,8032020,2605,SAHAB2 2,Unit,dubai marina,al sahab,al sahab 2,0.29,0.17
1356,Apartment for Sale in Al Sahab 2 - Al Sahab,Mid Floor | Marina View |Tenanted | High ROI,Apartment,768 sqft / 71 sqm,1,2,950000.0,Al Sahab 2 3.9 /513 Reviews Dubai - Dubai Marina - Al Sahab,EVO-S-15829,7115602500,1 month ago,Ready,,EV REAL ESTATE BROKERAGE LLC,8032020,2605,SAHAB2 2,Unit,dubai marina,al sahab,al sahab 2,0.29,0.17
1357,Apartment for Sale in Marina Tower - Dubai Marina,| Best View Of Dubai Marina | Call Now |,Apartment,1894 sqft / 176 sqm,3,3,2499999.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,DUB201294,1928992504,23 days ago,Ready,,PH REAL ESTATE BROKERS,17102019,3404,ELITE RESIDENCE,Unit,dubai marina,marina tower,,0.0,0.0
1358,Apartment for Sale in Botanica Tower - Dubai Marina,Furnished | Modern Studio | Available Now,Apartment,474 sqft / 44 sqm,studio,1,620000.0,Botanica Tower 3.7 /53 Reviews Dubai - Dubai Marina,DUB206795,7144301400,23 days ago,Ready,,BROKER LLC,12072020,1705,BOTANICA TOWER1 1,Unit,dubai marina,botanica tower,,0.29,0.17
1359,Apartment for Sale in TFG Marina Hotel - Dubai Marina,Luxuriously Furnished 1BR Hotel Apartment,Apartment,612 sqft / 57 sqm,1,1,669000.0,TFG Marina Hotel Dubai - Dubai Marina,edraj-2092960,1436777168,23 days ago,,,EDRAJ REAL ESTATE BROKERS,14072020,810,MARINA DIAMOND3 3,Unit,dubai marina,tfg marina hotel,,0.29,0.17
1360,Apartment for Sale in Marina Diamond 3 - Marina Diamonds,Beautiful 1 Bedroom Mid floor Marina Diamond,Apartment,623 sqft / 58 sqm,1,1,650000.0,Marina Diamond 3 3.7 /55 Reviews Dubai - Dubai Marina - Marina Diamonds,prestigedubai-2094573,6596308000,25 days ago,,,PRESTIGE REAL ESTATE BROKERS,25022020,89,,Land,dubai marina,marina diamonds,marina diamond 3,0.0,0.0
1361,Apartment for Sale in La Riviera - Dubai Marina,2 Bedroom | Near Metro | La Riviera | Marina,Apartment,982 sqft / 91 sqm,2,2,1100000.0,La Riviera 3.7 /55 Reviews Dubai - Dubai Marina,prestigedubai-2094568,1757807798,25 days ago,,,PRESTIGE REAL ESTATE BROKERS,1032020,2203,LA RIVIERA TOWER,Unit,dubai marina,la riviera,,0.57,0.4
1362,Apartment for Sale in Al Yass Tower - Emaar 6 Towers,Amazing I Fully Furnished | 3 Bedroom,Apartment,2514 sqft / 234 sqm,3,4,3000000.0,Al Yass Tower 4.7 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,prestigedubai-2094481,1102132576,25 days ago,,,PRESTIGE REAL ESTATE BROKERS,25022020,1103,DM Yass DM Yass,Unit,dubai marina,emaar 6 towers,al yass tower,0.2,0.11
1363,Apartment for Sale in Marina Gate 2 - Marina Gate,1Br I Furnished I All Bills Included I Partial Marina,Apartment,867 sqft / 81 sqm,1,2,2150000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,prestigedubai-2094436,1912479837,25 days ago,,,PRESTIGE REAL ESTATE BROKERS,24022020,3004,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
1364,Apartment for Sale in Paloma Tower - Marina Promenade,Central Location - Priced To Sell,Apartment,891 sqft / 83 sqm,1,2,1250000.0,Paloma Tower 4.5 /57 Reviews Dubai - Dubai Marina - Marina Promenade,atomicae-2093399,7123571300,26 days ago,Ready,,ATOMIC PROPERTIES LLC,6062020,1804,Paloma x3 3,Unit,dubai marina,marina promenade,paloma tower,0.25,0.14
1365,Apartment for Sale in Princess Tower - Dubai Marina,Trendy Lifestyle or Great Investment!,Apartment,923 sqft / 86 sqm,1,2,850000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,atomicae-2093380,7147375900,26 days ago,Ready,,ATOMIC PROPERTIES LLC,6062020,6302,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
1366,Apartment for Sale in Time Place Tower - Dubai Marina,Vacant and Furnished 2 Bed in Time Place,Apartment,1225 sqft / 114 sqm,2,2,1095000.0,Time Place Tower 3.1 /54 Reviews Dubai - Dubai Marina,ES-1000725,1645975528,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,3402,TIME PLACE TOWER,Unit,dubai marina,time place tower,,0.75,0.6
1367,Apartment for Sale in Dorra Bay - Dubai Marina,Well Presented | Large Layout | Exclusive,Apartment,980 sqft / 91 sqm,1,2,720000.0,Dorra Bay 3.6 /57 Reviews Dubai - Dubai Marina,ES-1000719,2069397252,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,101,DORRA BAY,Unit,dubai marina,dorra bay,,0.67,0.5
1368,Apartment for Sale in Shemara Tower - Marina Promenade,1 Bed | Sea View | 896 Sqft | Unfurnished,Apartment,896 sqft / 83 sqm,1,2,1249995.0,Shemara Tower 3.9 /57 Reviews Dubai - Dubai Marina - Marina Promenade,ES-1000722,1689425518,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,2104,SHEMARA W2 2,Unit,dubai marina,marina promenade,shemara tower,0.25,0.14
1369,Apartment for Sale in Cayan Tower - Dubai Marina,1 Bed | Sea View | 714 Sqft | Unfurnished,Apartment,714 sqft / 66 sqm,1,2,1199950.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,ES-1000723,557956577,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,2606,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
1370,Apartment for Sale in 23 Marina - Dubai Marina,Partial Sea and Marina View | High Floor,Apartment,2980 sqft / 277 sqm,3 + Maid,4,2150000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,ES-1000714,1091675521,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,4304,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
1371,Apartment for Sale in Murjan Tower - Emaar 6 Towers,Immaculate | Garden | Vacant OT | Emaar,Apartment,1861 sqft / 173 sqm,2,2,1650000.0,Murjan Tower 4.4 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,ES-1000724,1868477163,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,G07,AL Murjan,Unit,dubai marina,emaar 6 towers,murjan tower,0.22,0.12
1372,Apartment for Sale in Damac Heights - Dubai Marina,Exclusive | Fendi Design | Full Sea View,Apartment,847 sqft / 79 sqm,1,2,1550000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,ES-1000720,816318185,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,5702,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
1373,Apartment for Sale in West Avenue Tower - Dubai Marina,2 Bedrooms | Modern Finish | Marina View,Apartment,1259 sqft / 117 sqm,2,2,1589950.0,West Avenue Tower 3.6 /54 Reviews Dubai - Dubai Marina,ES-1000717,7114958503,26 days ago,Ready,,ESPACE REAL ESTATE BROKER,19052020,1204,WEST AVENUE,Unit,dubai marina,west avenue tower,,0.57,0.4
1374,Apartment for Sale in Jumeirah Living Marina Gate - Marina Gate,High Floor Sea View Studio New Building,Apartment,616 sqft / 57 sqm,studio,1,1490000.0,Jumeirah Living Marina Gate Dubai - Dubai Marina - Marina Gate,prestigedubai-2093798,902894766,26 days ago,,,PRESTIGE REAL ESTATE BROKERS,1032020,3104,Jumeirah Living Marina Gate,Unit,dubai marina,marina gate,jumeirah living marina gate,0.89,0.8
1375,Apartment for Sale in The Waves Tower A - The Waves,2 Bedroom | Marina View | The Waves,Apartment,1313 sqft / 122 sqm,2 + Maid,3,999000.0,The Waves Tower A Dubai - Dubai Marina - The Waves,GS-S-30240,6586705000,27 days ago,Ready,,ABODE PROPERTY,16112019,28,,Land,dubai marina,the waves,the waves tower a,0.0,0.0
1376,Apartment for Sale in Marina Gate 2 - Marina Gate,Marina Expert | Ready|Full Marina View,Apartment,1211 sqft / 113 sqm,2,3,2499000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,BSA201174,1073308790,27 days ago,Ready,,D A N D B PROPERTIES,6012020,1547,GATE 2 GATE 2SELECT GLOBAL,,dubai marina,marina gate,marina gate 2,0.5,0.33
1377,Apartment for Sale in Emerald Residence - Dubai Marina,2 Bedroom For Sale in Emerald Residence,Apartment,1377 sqft / 128 sqm,2,2,1400000.0,Emerald Residence Dubai - Dubai Marina,FDS-9699,7115885500,27 days ago,,,PEACE HOMES REAL ESTATE,4012020,107,EMERALD RESIDENCE,Unit,dubai marina,emerald residence,,0.67,0.5
1378,Apartment for Sale in Marina Diamond 5 - Marina Diamonds,Grab the Best Deal in Market 1 Bed front of metro,Apartment,710 sqft / 66 sqm,1,1,540000.0,Marina Diamond 5 4.1 /513 Reviews Dubai - Dubai Marina - Marina Diamonds,ASREB HK-R0043,410287343,27 days ago,,,AL SARYA REAL ESTATE BROKER,18032020,1206,MARINA DIAMOND 6 A A 6,Unit,dubai marina,marina diamonds,marina diamond 5,0.44,0.29
1379,Apartment for Sale in DEC Towers Podium - DEC Towers,CLOSED KITCHEN | HOT SALE | Large Studio with Balcony,Apartment,517 sqft / 48 sqm,studio,1,380000.0,DEC Towers Podium Dubai - Dubai Marina - DEC Towers,BHM-S-173623,6714967700,27 days ago,Ready,,BETTER HOMES LLC,21052020,3,DEC TOWERS T3 3,Building,dubai marina,dec towers,dec towers podium,0.44,0.29
1380,Apartment for Sale in Elite Residence - Dubai Marina,Stunning Home | Stunning Price | Elite Residences,Apartment,1330 sqft / 124 sqm,2 + Maid,3,1249000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,AE-S-3647,1826612328,27 days ago,Ready,,() (LLC),21112019,77,,Land,dubai marina,elite residence,,0.0,0.0
1381,Apartment for Sale in Marina Tower - Dubai Marina,Partial Marina I Sea Views I Vacant Soon,Apartment,761 sqft / 71 sqm,1,2,929999.0,Marina Tower 4.4 /58 Reviews Dubai - Dubai Marina,AE-S-3620,1826612328,1 month ago,Ready,,() (LLC),21112019,77,,Land,dubai marina,marina tower,,0.0,0.0
1382,Apartment for Sale in Bonaire Tower - Park Island,Bonaire I High Floor I Top Views,Apartment,795 sqft / 74 sqm,1,1,1300000.0,Bonaire Tower Dubai - Dubai Marina - Park Island,HN-S-DM-01,7127401900,27 days ago,,,SCOPE REAL ESTATE BROKER,11062020,2406,PARK ISLAND BONAIRE,Unit,dubai marina,park island,bonaire tower,0.67,0.5
1383,Apartment for Sale in Silverene Tower A - Silverene,New Listing | 3 Bed | Full Marina Views |,Apartment,1792 sqft / 166 sqm,3,4,2200000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,MAR200374,7152893160,27 days ago,Ready,,PH REAL ESTATE BROKERS,8032020,2707,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
1384,Apartment for Sale in Cayan Tower - Dubai Marina,Duplex 3 BR + M with Panoramic Sea View,Apartment,3000 sqft / 279 sqm,3,5,4000000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,redstone-2093066,736184228,27 days ago,Ready,,RED STONE REAL ESTATE BROKER,4122019,5710,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
1385,Apartment for Sale in Silverene Tower A - Silverene,Full Marina View 2 BR High Floor,Apartment,1557 sqft / 145 sqm,2,3,2100000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,redstone-2093057,1657564060,27 days ago,Ready,,RED STONE REAL ESTATE BROKER,4122019,3105,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
1386,Apartment for Sale in Cayan Tower - Dubai Marina,Reduced Price for 2 BR Full Sea View,Apartment,1376 sqft / 128 sqm,2,3,1450000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,redstone-2093047,1022673868,27 days ago,,,RED STONE REAL ESTATE BROKER,4122019,2308,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
1387,Apartment for Sale in Cayan Tower - Dubai Marina,Panoramic Bright Sea View 3 BR,Apartment,1813 sqft / 168 sqm,3,3,2600000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,redstone-2093019,2094435787,27 days ago,Ready,,RED STONE REAL ESTATE BROKER,4122019,5005,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
1388,Apartment for Sale in Princess Tower - Dubai Marina,Nicely furnished 3 Bedroom Apartment | Seaview,Apartment,2014 sqft / 187 sqm,3 + Maid,4,1790000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,AE-S-3646,1046411550,27 days ago,Ready,,() (LLC),21112019,3650,,Land,dubai marina,princess tower,,0.0,0.0
1389,Apartment for Sale in Silverene Tower A - Silverene,Full Marina View|Spacious 2BR|Corner Unit,Apartment,1441 sqft / 134 sqm,2,3,2200000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,AE-S-3621,1046411550,1 month ago,Ready,,() (LLC),21112019,3650,,Land,dubai marina,silverene,silverene tower a,0.0,0.0
1390,Apartment for Sale in Bonaire Tower - Park Island,Excellent Location | Marina View | Large 2 Bedroom,Apartment,1479 sqft / 137 sqm,2,3,1900000.0,Bonaire Tower Dubai - Dubai Marina - Park Island,aeontrisl-2092828,1292009662,27 days ago,,,AEON TRISL REAL ESTATE BROKER LLC,5112019,1102,PARK ISLAND BONAIRE,Unit,dubai marina,park island,bonaire tower,0.67,0.5
1391,Apartment for Sale in Marina Gate 1 - Marina Gate,Large 2 Bedroom Apartment | Marina Views,Apartment,1395 sqft / 130 sqm,2,3,2534000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,DP-S-38917,436771550,27 days ago,Ready,,DRIVEN PROPERTIES LLC,12012020,1495,1 GATE 1SELECT GLOBAL,,dubai marina,marina gate,marina gate 1,0.5,0.33
1392,Penthouse for Sale in Marina Gate 1 - Marina Gate,Brand New 4BR Penthouse | Prime Location,Penthouse,3307 sqft / 307 sqm,4,6,6650000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,DP-S-38918,436771550,27 days ago,Ready,,DRIVEN PROPERTIES LLC,12012020,1495,1 GATE 1SELECT GLOBAL,,dubai marina,marina gate,marina gate 1,0.5,0.33
1393,Apartment for Sale in Time Place Tower - Dubai Marina,Furnished - Rented - Panoramic Marina View,Apartment,1944 sqft / 181 sqm,3,4,1400000.0,Time Place Tower 3.1 /54 Reviews Dubai - Dubai Marina,AP-S-22235,6714963600,27 days ago,Ready,,ASTON PEARL REAL ESTATE BROKER,28072020,1,TIME PLACE TOWER,Building,dubai marina,time place tower,,0.75,0.6
1394,Apartment for Sale in Emirates Crown - Dubai Marina,Spacious 3 Bed + Maid | Stunning Marina View,Apartment,3875 sqft / 360 sqm,3,3,3400000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,propertyboutique-2092541,262644173,27 days ago,Ready,,PROPERTY BOUTIQUE REAL ESTATE,7112019,1703,EMIRATES CROWN TOWER,Unit,dubai marina,emirates crown,,0.57,0.4
1395,Apartment for Sale in Silverene Tower A - Silverene,Great Price |Full Marina View|spacious,Apartment,1100 sqft / 102 sqm,2 + Maid,,1849999.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,CWB-S-13328,7152888000,27 days ago,Ready,,() (LLC),28072020,707,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
1396,Apartment for Sale in DEC Towers Podium - DEC Towers,MARINA VIEW | HOT SALE | Large Studio with Balcony,Apartment,517 sqft / 48 sqm,studio,1,380000.0,DEC Towers Podium Dubai - Dubai Marina - DEC Towers,BHM-S-173610,6714967600,27 days ago,Ready,,BETTER HOMES LLC,21052020,2,DEC TOWERS T2 2,Building,dubai marina,dec towers,dec towers podium,0.44,0.29
1397,Apartment for Sale in Marina Quay East - Marina Quays,Furnished or Unfurnished|Chiler free|Marina View,Apartment,1210 sqft / 112 sqm,2,2,1750000.0,Marina Quay East Dubai - Dubai Marina - Marina Quays,BHM-S-173511,6725607000,27 days ago,Ready,,O B G REAL ESTATE BROKER,26112019,2,Marina Quay East,Building,dubai marina,marina quays,marina quay east,0.75,0.6
1398,Apartment for Sale in Marina Quay East - Marina Quays,Rare Penthouse|Upgraded|Spectacular Marina View,Apartment,2050 sqft / 190 sqm,3,4,3600000.0,Marina Quay East Dubai - Dubai Marina - Marina Quays,OBG-S-16940,6725607000,1 month ago,Ready,,O B G REAL ESTATE BROKER,26112019,2,Marina Quay East,Building,dubai marina,marina quays,marina quay east,0.75,0.6
